invoice_id,dtme,tme,payment_method,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name
373-88-1424,2019-02-06 0:00:00,18:44:00,Ewallet,179.05,4.7619,8.9525,7.9,evening,Wednesday,February
365-16-4334,2019-02-24 0:00:00,14:26:00,Ewallet,211.44,4.7619,10.572,8.9,afternoon,Sunday,February
503-21-4385,2019-02-21 0:00:00,12:40:00,Ewallet,119.73,4.7619,5.9865,9.3,afternoon,Thursday,February
305-89-2768,2019-01-09 0:00:00,18:43:00,Ewallet,65.7,4.7619,3.285,4.7,evening,Wednesday,January
574-80-1489,2019-02-25 0:00:00,13:22:00,Ewallet,251.4,4.7619,12.57,8.7,afternoon,Monday,February
784-08-0310,2019-01-13 0:00:00,13:58:00,Cash,84.16,4.7619,4.208,7.6,afternoon,Sunday,January
200-40-6154,2019-02-09 0:00:00,11:45:00,Cash,395.46,4.7619,19.773,5.7,morning,Saturday,February
846-10-0341,2019-01-06 0:00:00,11:51:00,Cash,297.99,4.7619,14.8995,6.8,morning,Sunday,January
577-34-7579,2019-01-10 0:00:00,17:16:00,Cash,454.41,4.7619,22.7205,5.4,evening,Thursday,January
430-02-3888,2019-02-07 0:00:00,15:55:00,Cash,276.12,4.7619,13.806,7.1,afternoon,Thursday,February
867-47-1948,2019-01-09 0:00:00,12:07:00,Cash,158,4.7619,7.9,7.8,afternoon,Wednesday,January
384-59-6655,2019-02-19 0:00:00,15:07:00,Cash,887.94,4.7619,44.397,8.4,afternoon,Tuesday,February
256-58-3609,2019-03-18 0:00:00,15:29:00,Cash,91.98,4.7619,4.599,9.8,afternoon,Monday,March
324-92-3863,2019-02-05 0:00:00,18:45:00,Cash,41.78,4.7619,2.089,9.8,evening,Tuesday,February
593-08-5916,2019-03-19 0:00:00,15:23:00,Credit card,15.5,4.7619,0.775,7.4,afternoon,Tuesday,March
364-34-2972,2019-03-30 0:00:00,20:37:00,Cash,290.46,4.7619,14.523,6.7,evening,Saturday,March
794-42-3736,2019-01-26 0:00:00,14:41:00,Credit card,66.66,4.7619,3.333,6.4,afternoon,Saturday,January
172-42-8274,2019-03-02 0:00:00,18:18:00,Credit card,76.54,4.7619,3.827,5.8,evening,Saturday,March
558-60-5016,2019-03-04 0:00:00,15:27:00,Ewallet,299.7,4.7619,14.985,7.2,afternoon,Monday,March
195-06-0432,2019-01-13 0:00:00,12:55:00,Credit card,243.03,4.7619,12.1515,9.3,afternoon,Sunday,January
605-03-2706,2019-03-25 0:00:00,18:02:00,Cash,47.4,4.7619,2.37,9.5,evening,Monday,March
214-30-2776,2019-03-11 0:00:00,19:44:00,Credit card,172.45,4.7619,8.6225,9,evening,Monday,March
746-04-1077,2019-01-01 0:00:00,11:36:00,Credit card,846.3,4.7619,42.315,9,morning,Tuesday,January
448-34-8700,2019-02-10 0:00:00,13:51:00,Ewallet,258.37,4.7619,12.9185,6.7,afternoon,Sunday,February
452-04-8808,2019-01-26 0:00:00,15:17:00,Cash,609.56,4.7619,30.478,5.5,afternoon,Saturday,January
531-56-4728,2019-02-11 0:00:00,15:29:00,Cash,240.24,4.7619,12.012,5.4,afternoon,Monday,February
744-82-9138,2019-02-07 0:00:00,17:59:00,Cash,172.26,4.7619,8.613,8.2,evening,Thursday,February
883-69-1285,2019-03-06 0:00:00,11:55:00,Credit card,99.84,4.7619,4.992,7,morning,Wednesday,March
221-25-5073,2019-03-04 0:00:00,10:39:00,Cash,298.64,4.7619,14.932,8.5,morning,Monday,March
518-71-6847,2019-02-26 0:00:00,15:10:00,Ewallet,159.6,4.7619,7.98,4.9,afternoon,Tuesday,February
156-20-0370,2019-03-10 0:00:00,18:10:00,Credit card,25.45,4.7619,1.2725,5.1,evening,Sunday,March
151-33-7434,2019-02-04 0:00:00,20:43:00,Credit card,67.77,4.7619,3.3885,6.5,evening,Monday,February
728-47-9078,2019-01-19 0:00:00,12:46:00,Cash,238.36,4.7619,11.918,9.8,afternoon,Saturday,January
809-46-1866,2019-01-23 0:00:00,17:44:00,Cash,232.6,4.7619,11.63,8.4,evening,Wednesday,January
139-32-4183,2019-03-14 0:00:00,14:19:00,Ewallet,877.32,4.7619,43.866,7.4,afternoon,Thursday,March
148-41-7930,2019-01-23 0:00:00,10:33:00,Cash,699.72,4.7619,34.986,6.1,morning,Wednesday,January
189-40-5216,2019-01-09 0:00:00,11:40:00,Cash,674.59,4.7619,33.7295,6,morning,Wednesday,January
374-38-5555,2019-02-07 0:00:00,19:30:00,Ewallet,318.55,4.7619,15.9275,8.5,evening,Thursday,February
764-44-8999,2019-02-18 0:00:00,14:42:00,Ewallet,29.52,4.7619,1.476,4.3,afternoon,Monday,February
552-44-5977,2019-01-03 0:00:00,19:08:00,Credit card,496,4.7619,24.8,6.2,evening,Thursday,January
267-62-7380,2019-03-29 0:00:00,19:12:00,Ewallet,823.4,4.7619,41.17,4.3,evening,Friday,March
430-53-4718,2019-01-28 0:00:00,15:46:00,Credit card,602.96,4.7619,30.148,8.4,afternoon,Monday,January
886-18-2897,2019-03-22 0:00:00,19:06:00,Credit card,282.8,4.7619,14.14,4.5,evening,Friday,March
602-16-6955,2019-01-24 0:00:00,18:10:00,Ewallet,766,4.7619,38.3,6,evening,Thursday,January
745-74-0715,2019-03-10 0:00:00,20:46:00,Ewallet,116.06,4.7619,5.803,8.8,evening,Sunday,March
690-01-6631,2019-02-22 0:00:00,18:35:00,Ewallet,174.9,4.7619,8.745,6.6,evening,Friday,February
652-49-6720,2019-02-18 0:00:00,11:40:00,Ewallet,60.95,4.7619,3.0475,5.9,morning,Monday,February
233-67-5758,2019-01-29 0:00:00,13:46:00,Ewallet,40.35,4.7619,2.0175,6.2,afternoon,Tuesday,January
303-96-2227,2019-03-02 0:00:00,17:16:00,Ewallet,973.8,4.7619,48.69,4.4,evening,Saturday,March
727-02-1313,2019-02-09 0:00:00,13:22:00,Cash,31.84,4.7619,1.592,7.7,afternoon,Saturday,February
347-56-2442,2019-02-22 0:00:00,15:33:00,Cash,65.82,4.7619,3.291,4.1,afternoon,Friday,February
849-09-3807,2019-02-18 0:00:00,13:28:00,Cash,618.38,4.7619,30.919,6.6,afternoon,Monday,February
